resultado_id,atleta_id,club_id,prueba_id,fecha,anio,mes,marca_texto,marca_valor,unidad,genero,superficie,categoria_id
1809,721,44,1,2024-03-01,2024,3,9.66,9.66000,s,FEM,AL,2
1810,721,44,1,2024-06-01,2024,6,9.74,9.74000,s,FEM,AL,2
1811,746,45,1,2022-06-01,2022,6,11.8,11.80000,s,MASC,AL,2
1812,746,45,1,2022-11-01,2022,11,11.65,11.65000,s,MASC,AL,2
1813,747,45,1,2023-03-01,2023,3,10.55,10.55000,s,MASC,AL,2
1814,748,45,1,2023-03-01,2023,3,12.00,12.00000,s,MASC,AL,2
1815,749,45,1,2023-03-01,2023,3,10.79,10.79000,s,FEM,AL,2
1816,746,45,1,2023-09-01,2023,9,11.24,11.24000,s,MASC,AL,2
1817,746,45,1,2023-09-01,2023,9,11.24,11.24000,s,MASC,AL,2
1818,750,46,1,2022-06-01,2022,6,9.0,9.00000,s,MASC,AL,2
1819,751,47,1,2023-05-01,2023,5,11.86,11.86000,s,MASC,AL,2
1820,752,47,1,2024-06-01,2024,6,10.60,10.60000,s,MASC,AL,2
1821,753,48,1,2022-02-01,2022,2,11.41,11.41000,s,FEM,PC,2
1822,754,48,1,2022-02-01,2022,2,10.89,10.89000,s,FEM,PC,2
1823,755,49,1,2022-02-01,2022,2,11.01,11.01000,s,MASC,PC,2
1824,756,49,1,2022-02-01,2022,2,10.43,10.43000,s,MASC,PC,2
1825,757,49,1,2022-02-01,2022,2,14.46,14.46000,s,FEM,PC,2
1826,755,49,1,2022-03-01,2022,3,11.57,11.57000,s,MASC,AL,2
1827,758,49,1,2024-05-01,2024,5,11.75,11.75000,s,FEM,AL,3
1828,759,49,1,2024-06-01,2024,6,9.83,9.83000,s,MASC,AL,2
1829,760,49,1,2024-06-01,2024,6,10.62,10.62000,s,MASC,AL,2
1830,761,49,1,2024-06-01,2024,6,10.69,10.69000,s,FEM,AL,2
1831,762,50,1,2022-02-01,2022,2,13.48,13.48000,s,MASC,PC,2
1832,763,50,1,2022-02-01,2022,2,12.59,12.59000,s,FEM,PC,2
1833,762,50,1,2023-03-01,2023,3,13.18,13.18000,s,MASC,AL,2
1834,763,50,1,2023-03-01,2023,3,11.53,11.53000,s,FEM,AL,2
1835,762,50,1,2023-06-01,2023,6,11.90,11.90000,s,MASC,AL,2
1836,764,50,1,2023-06-01,2023,6,11.52,11.52000,s,MASC,AL,2
1837,763,50,1,2023-06-01,2023,6,11.07,11.07000,s,FEM,AL,2
1838,762,50,1,2023-12-01,2023,12,12.27,12.27000,s,MASC,PC,3
1839,765,50,1,2024-06-01,2024,6,10.84,10.84000,s,FEM,AL,2
1840,766,51,1,2022-02-01,2022,2,11.47,11.47000,s,MASC,PC,2
1841,767,51,1,2022-02-01,2022,2,10.54,10.54000,s,MASC,PC,2
1842,768,51,1,2022-02-01,2022,2,11.41,11.41000,s,MASC,PC,2
1843,769,51,1,2022-02-01,2022,2,11.70,11.70000,s,MASC,PC,2
1844,770,51,1,2022-02-01,2022,2,12.10,12.10000,s,MASC,PC,1
1845,771,51,1,2022-02-01,2022,2,12.90,12.90000,s,MASC,PC,1
1846,767,51,1,2022-05-01,2022,5,10.0,10.00000,s,MASC,AL,4
1847,772,51,1,2023-02-01,2023,2,12.67,12.67000,s,MASC,PC,1
1848,773,51,1,2023-02-01,2023,2,12.99,12.99000,s,MASC,PC,1
1849,767,51,1,2023-02-01,2023,2,9.65,9.65000,s,MASC,PC,2
1850,768,51,1,2023-02-01,2023,2,10.83,10.83000,s,MASC,PC,2
1851,774,51,1,2023-02-01,2023,2,11.35,11.35000,s,MASC,PC,2
1852,775,51,1,2023-02-01,2023,2,11.35,11.35000,s,MASC,PC,2
1853,776,51,1,2023-02-01,2023,2,11.37,11.37000,s,FEM,PC,2
1854,777,51,1,2023-02-01,2023,2,11.24,11.24000,s,FEM,PC,2
1855,778,51,1,2023-02-01,2023,2,11.54,11.54000,s,FEM,PC,2
1856,779,51,1,2023-03-01,2023,3,13.69,13.69000,s,MASC,AL,2
1857,780,51,1,2023-03-01,2023,3,12.14,12.14000,s,MASC,AL,2
1858,774,51,1,2023-03-01,2023,3,11.94,11.94000,s,MASC,AL,2
1859,767,51,1,2023-03-01,2023,3,9.87,9.87000,s,MASC,AL,2
1860,768,51,1,2023-03-01,2023,3,11.08,11.08000,s,MASC,AL,2
1861,775,51,1,2023-03-01,2023,3,11.51,11.51000,s,MASC,AL,2
1862,781,51,1,2023-03-01,2023,3,11.25,11.25000,s,FEM,AL,2
1863,780,51,1,2023-05-01,2023,5,11.62,11.62000,s,MASC,AL,2
1864,767,51,1,2023-06-01,2023,6,9.23,9.23000,s,MASC,AL,2
1865,780,51,1,2023-06-01,2023,6,11.72,11.72000,s,MASC,AL,2
1866,782,51,1,2023-06-01,2023,6,11.65,11.65000,s,MASC,AL,2
1867,783,51,1,2023-06-01,2023,6,11.24,11.24000,s,FEM,AL,2
1868,784,51,1,2023-06-01,2023,6,12.11,12.11000,s,FEM,AL,2
1869,785,51,1,2023-12-01,2023,12,13.02,13.02000,s,MASC,PC,1
1870,772,51,1,2023-12-01,2023,12,11.67,11.67000,s,MASC,PC,2
1871,775,51,1,2023-12-01,2023,12,10.75,10.75000,s,MASC,PC,3
1872,786,51,1,2024-05-01,2024,5,10.29,10.29000,s,MASC,AL,3
1873,787,52,1,2022-02-01,2022,2,11.23,11.23000,s,MASC,PC,2
1874,788,52,1,2022-02-01,2022,2,10.77,10.77000,s,FEM,PC,2
1875,787,52,1,2022-05-01,2022,5,11.82,11.82000,s,MASC,AL,2
1876,788,52,1,2022-05-01,2022,5,10.74,10.74000,s,FEM,AL,2
1877,599,52,1,2022-05-01,2022,5,12.95,12.95000,s,FEM,AL,1
1878,600,52,1,2022-05-01,2022,5,11.86,11.86000,s,FEM,AL,1
1879,600,52,1,2022-05-01,2022,5,12.63,12.63000,s,FEM,AL,1
1880,600,52,1,2022-05-01,2022,5,13.78,13.78000,s,FEM,AL,1
1881,789,52,1,2023-01-01,2023,1,10.20,10.20000,s,MASC,AL,2
1882,788,52,1,2023-01-01,2023,1,10.43,10.43000,s,FEM,AL,2
1883,790,52,1,2023-01-01,2023,1,10.13,10.13000,s,FEM,AL,2
1884,791,52,1,2023-01-01,2023,1,11.66,11.66000,s,FEM,AL,2
1885,787,52,1,2023-02-01,2023,2,10.88,10.88000,s,MASC,PC,2
1886,792,52,1,2023-02-01,2023,2,11.60,11.60000,s,MASC,PC,2
1887,793,52,1,2023-02-01,2023,2,12.46,12.46000,s,MASC,PC,2
1888,794,52,1,2023-02-01,2023,2,10.32,10.32000,s,MASC,PC,2
1889,795,52,1,2023-02-01,2023,2,10.27,10.27000,s,FEM,PC,2
1890,213,52,1,2023-02-01,2023,2,10.19,10.19000,s,FEM,PC,2
1891,213,52,1,2023-02-01,2023,2,11.50,11.50000,s,FEM,PC,2
1892,213,52,1,2023-02-01,2023,2,12.25,12.25000,s,FEM,PC,2
1893,38,52,1,2023-02-01,2023,2,12.74,12.74000,s,FEM,PC,2
1894,795,52,1,2023-03-01,2023,3,10.34,10.34000,s,FEM,AL,2
1895,788,52,1,2023-05-01,2023,5,10.27,10.27000,s,FEM,AL,2
1896,601,52,1,2023-05-01,2023,5,10.62,10.62000,s,FEM,AL,2
1897,796,52,1,2023-05-01,2023,5,13.74,13.74000,s,FEM,AL,2
1898,797,52,1,2023-05-01,2023,5,11.50,11.50000,s,FEM,AL,2
1899,798,52,1,2023-05-01,2023,5,12.34,12.34000,s,FEM,AL,2
1900,795,52,1,2023-06-01,2023,6,9.64,9.64000,s,FEM,AL,2
1901,788,52,1,2023-06-01,2023,6,9.99,9.99000,s,FEM,AL,2
1902,799,52,1,2023-06-01,2023,6,10.81,10.81000,s,FEM,AL,2
1903,800,52,1,2023-06-01,2023,6,10.56,10.56000,s,FEM,AL,2
1904,601,52,1,2023-12-01,2023,12,10.31,10.31000,s,FEM,PC,2
1905,589,52,1,2023-12-01,2023,12,11.54,11.54000,s,FEM,PC,2
1906,796,52,1,2024-03-01,2024,3,9.59,9.59000,s,FEM,PC,2
1907,796,52,1,2024-03-01,2024,3,9.52,9.52000,s,FEM,PC,2
1908,796,52,1,2024-05-01,2024,5,9.37,9.37000,s,FEM,AL,2
1909,801,52,1,2024-05-01,2024,5,10.32,10.32000,s,MASC,AL,3
1910,802,52,1,2024-05-01,2024,5,10.60,10.60000,s,FEM,AL,3
1911,789,52,1,2024-06-01,2024,6,9.36,9.36000,s,MASC,AL,2
1912,803,52,1,2024-06-01,2024,6,10.55,10.55000,s,MASC,AL,2
1913,796,52,1,2024-06-01,2024,6,9.25,9.25000,s,FEM,AL,2
1914,601,52,1,2024-06-01,2024,6,9.84,9.84000,s,FEM,AL,2
1915,804,52,1,2024-06-01,2024,6,9.89,9.89000,s,FEM,AL,2
1916,798,52,1,2024-06-01,2024,6,10.83,10.83000,s,FEM,AL,2
1917,805,52,1,2024-06-01,2024,6,10.60,10.60000,s,FEM,AL,2
1918,601,52,1,2024-06-01,2024,6,10.30,10.30000,s,FEM,AL,2
1919,806,53,1,2022-02-01,2022,2,11.12,11.12000,s,MASC,PC,2
1920,807,53,1,2022-02-01,2022,2,12.83,12.83000,s,MASC,PC,1
1921,808,53,1,2022-02-01,2022,2,11.23,11.23000,s,FEM,PC,2
1922,809,53,1,2022-02-01,2022,2,10.66,10.66000,s,FEM,PC,2
1923,810,53,1,2022-02-01,2022,2,12.04,12.04000,s,FEM,PC,2
1924,811,53,1,2023-12-01,2023,12,11.59,11.59000,s,MASC,PC,1
1925,812,53,1,2023-12-01,2023,12,15.65,15.65000,s,FEM,PC,1
1926,813,53,1,2024-01-01,2024,1,11.54,11.54000,s,MASC,PC,2
1927,216,53,1,2024-01-01,2024,1,15.77,15.77000,s,FEM,PC,1
1928,144,54,1,2022-02-01,2022,2,10.06,10.06000,s,FEM,PC,2
1929,814,55,1,2022-02-01,2022,2,11.49,11.49000,s,FEM,PC,2
1930,269,55,1,2022-12-01,2022,12,12.81,12.81000,s,FEM,AL,3
1931,815,55,1,2023-11-01,2023,11,11.3,11.30000,s,MASC,AL,4
1932,393,55,1,2023-11-01,2023,11,12.1,12.10000,s,MASC,AL,4
1933,816,55,1,2023-11-01,2023,11,11.8,11.80000,s,FEM,AL,4
1934,19,55,1,2023-12-01,2023,12,9.67,9.67000,s,MASC,PC,2
1935,817,55,1,2024-03-01,2024,3,9.9,9.90000,s,MASC,AL,3
1936,818,56,1,2022-02-01,2022,2,11.02,11.02000,s,FEM,PC,2
1937,819,57,1,2022-05-01,2022,5,11.7,11.70000,s,MASC,AL,4
1938,820,57,1,2022-05-01,2022,5,11.8,11.80000,s,MASC,AL,4
1939,821,57,1,2022-05-01,2022,5,11.5,11.50000,s,FEM,AL,4
1940,820,57,1,2022-06-01,2022,6,11.8,11.80000,s,MASC,AL,2
1941,822,57,1,2022-11-01,2022,11,10.53,10.53000,s,FEM,AL,2
1942,217,57,1,2023-05-01,2023,5,11.01,11.01000,s,FEM,AL,2
1943,823,57,1,2023-06-01,2023,6,9.81,9.81000,s,MASC,AL,2
1944,824,57,1,2023-06-01,2023,6,10.57,10.57000,s,MASC,AL,2
1945,825,57,1,2023-06-01,2023,6,11.00,11.00000,s,MASC,AL,2
1946,826,57,1,2023-06-01,2023,6,10.91,10.91000,s,MASC,AL,2
1947,822,57,1,2023-06-01,2023,6,9.86,9.86000,s,FEM,AL,2
1948,827,57,1,2023-06-01,2023,6,11.09,11.09000,s,FEM,AL,2
1949,828,57,1,2023-06-01,2023,6,11.26,11.26000,s,FEM,AL,2
1950,829,57,1,2023-06-01,2023,6,11.22,11.22000,s,FEM,AL,2
1951,823,57,1,2023-09-01,2023,9,10.35,10.35000,s,MASC,AL,2
1952,830,57,1,2023-09-01,2023,9,10.43,10.43000,s,MASC,AL,2
1953,824,57,1,2023-09-01,2023,9,10.54,10.54000,s,MASC,AL,2
1954,826,57,1,2023-09-01,2023,9,10.42,10.42000,s,MASC,AL,2
1955,825,57,1,2023-09-01,2023,9,10.93,10.93000,s,MASC,AL,2
1956,831,57,1,2023-09-01,2023,9,11.25,11.25000,s,MASC,AL,2
1957,832,57,1,2023-09-01,2023,9,10.56,10.56000,s,MASC,AL,2
1958,487,57,1,2023-09-01,2023,9,11.05,11.05000,s,MASC,AL,2
1959,833,57,1,2023-09-01,2023,9,12.52,12.52000,s,MASC,AL,1
1960,822,57,1,2023-09-01,2023,9,9.75,9.75000,s,FEM,AL,2
1961,828,57,1,2023-09-01,2023,9,11.08,11.08000,s,FEM,AL,2
1962,834,57,1,2023-09-01,2023,9,11.99,11.99000,s,FEM,AL,2
1963,823,57,1,2023-09-01,2023,9,10.35,10.35000,s,MASC,AL,2
1964,830,57,1,2023-09-01,2023,9,10.43,10.43000,s,MASC,AL,2
1965,824,57,1,2023-09-01,2023,9,10.54,10.54000,s,MASC,AL,2
1966,826,57,1,2023-09-01,2023,9,10.42,10.42000,s,MASC,AL,2
1967,825,57,1,2023-09-01,2023,9,10.93,10.93000,s,MASC,AL,2
1968,831,57,1,2023-09-01,2023,9,11.25,11.25000,s,MASC,AL,2
1969,832,57,1,2023-09-01,2023,9,10.56,10.56000,s,MASC,AL,2
1970,487,57,1,2023-09-01,2023,9,11.05,11.05000,s,MASC,AL,2
1971,833,57,1,2023-09-01,2023,9,12.52,12.52000,s,MASC,AL,1
1972,822,57,1,2023-09-01,2023,9,9.75,9.75000,s,FEM,AL,2
1973,828,57,1,2023-09-01,2023,9,11.08,11.08000,s,FEM,AL,2
1974,834,57,1,2023-09-01,2023,9,11.99,11.99000,s,FEM,AL,2
1975,835,57,1,2024-05-01,2024,5,9.98,9.98000,s,MASC,AL,2
1976,836,57,1,2024-05-01,2024,5,11.68,11.68000,s,FEM,AL,2
1977,823,57,1,2024-05-01,2024,5,9.87,9.87000,s,MASC,AL,3
1978,835,57,1,2024-06-01,2024,6,10.01,10.01000,s,MASC,AL,2
1979,837,57,1,2024-06-01,2024,6,10.26,10.26000,s,MASC,AL,2
1980,829,57,1,2024-06-01,2024,6,10.74,10.74000,s,FEM,AL,2
1981,828,57,1,2024-06-01,2024,6,10.46,10.46000,s,FEM,AL,2
1982,823,57,1,2024-08-01,2024,8,9.88,9.88000,s,MASC,AL,3
1983,838,57,1,2024-08-01,2024,8,9.97,9.97000,s,MASC,AL,3
1984,824,57,1,2024-08-01,2024,8,10.24,10.24000,s,MASC,AL,3
1985,832,57,1,2024-08-01,2024,8,10.24,10.24000,s,MASC,AL,3
1986,839,57,1,2024-08-01,2024,8,11.45,11.45000,s,FEM,AL,3
1987,840,57,1,2024-08-01,2024,8,11.93,11.93000,s,FEM,AL,3
1988,823,57,1,2024-08-01,2024,8,9.88,9.88000,s,MASC,AL,3
1989,838,57,1,2024-08-01,2024,8,9.97,9.97000,s,MASC,AL,3
1990,824,57,1,2024-08-01,2024,8,10.24,10.24000,s,MASC,AL,3
1991,832,57,1,2024-08-01,2024,8,10.24,10.24000,s,MASC,AL,3
1992,839,57,1,2024-08-01,2024,8,11.45,11.45000,s,FEM,AL,3
1993,840,57,1,2024-08-01,2024,8,11.93,11.93000,s,FEM,AL,3
1994,841,58,1,2022-03-01,2022,3,11.64,11.64000,s,MASC,AL,2
1995,842,58,1,2022-03-01,2022,3,11.74,11.74000,s,MASC,AL,2
1996,843,58,1,2022-03-01,2022,3,13.52,13.52000,s,MASC,AL,1
1997,844,58,1,2022-03-01,2022,3,12.27,12.27000,s,FEM,AL,2
1998,845,58,1,2022-03-01,2022,3,11.93,11.93000,s,FEM,AL,2
1999,846,58,1,2022-03-01,2022,3,12.68,12.68000,s,FEM,AL,2
2000,847,58,1,2022-03-01,2022,3,14.01,14.01000,s,FEM,AL,1
2001,687,58,1,2022-05-01,2022,5,10.73,10.73000,s,MASC,AL,2
2002,842,58,1,2022-05-01,2022,5,12.38,12.38000,s,MASC,AL,2
2003,817,59,1,2024-03-01,2024,3,10.3,10.30000,s,MASC,AL,3
2004,848,59,1,2024-03-01,2024,3,10.2,10.20000,s,MASC,AL,2
2005,849,60,1,2023-05-01,2023,5,11.17,11.17000,s,FEM,AL,2
2006,603,55,1,2023-12-01,2023,12,10.73,10.73000,s,FEM,PC,3
2007,850,61,1,2022-04-01,2022,4,10.72,10.72000,s,FEM,AL,2
2008,851,61,1,2022-04-01,2022,4,10.54,10.54000,s,FEM,AL,2
2009,852,61,1,2022-05-01,2022,5,10.98,10.98000,s,MASC,AL,2
2010,853,61,1,2022-05-01,2022,5,11.36,11.36000,s,MASC,AL,2
2011,854,61,1,2022-05-01,2022,5,11.61,11.61000,s,MASC,AL,2
2012,855,61,1,2022-05-01,2022,5,11.95,11.95000,s,MASC,AL,2
2013,851,61,1,2022-05-01,2022,5,10.79,10.79000,s,FEM,AL,2
2014,850,61,1,2022-06-01,2022,6,10.82,10.82000,s,FEM,AL,2
2015,856,61,1,2023-01-01,2023,1,10.74,10.74000,s,MASC,AL,2
2016,857,61,1,2023-01-01,2023,1,10.67,10.67000,s,MASC,AL,2
2017,858,61,1,2023-01-01,2023,1,11.06,11.06000,s,MASC,AL,2
2018,859,61,1,2023-01-01,2023,1,11.33,11.33000,s,MASC,AL,2
2019,855,61,1,2023-01-01,2023,1,12.41,12.41000,s,MASC,AL,2
2020,860,61,1,2023-01-01,2023,1,10.65,10.65000,s,MASC,AL,2
2021,861,61,1,2023-01-01,2023,1,12.15,12.15000,s,MASC,AL,2
2022,862,61,1,2023-01-01,2023,1,13.36,13.36000,s,MASC,AL,2
2023,863,61,1,2023-01-01,2023,1,10.98,10.98000,s,MASC,AL,2
2024,864,61,1,2023-01-01,2023,1,13.46,13.46000,s,MASC,AL,2
2025,865,61,1,2023-01-01,2023,1,13.84,13.84000,s,MASC,AL,2
2026,866,61,1,2023-01-01,2023,1,15.10,15.10000,s,MASC,AL,2
2027,850,61,1,2023-01-01,2023,1,11.12,11.12000,s,FEM,AL,2
2028,867,61,1,2023-01-01,2023,1,10.84,10.84000,s,FEM,AL,2
2029,868,61,1,2023-01-01,2023,1,12.15,12.15000,s,FEM,AL,2
2030,863,61,1,2023-04-01,2023,4,10.43,10.43000,s,MASC,AL,3
2031,850,61,1,2023-04-01,2023,4,10.65,10.65000,s,FEM,AL,3
2032,867,61,1,2023-04-01,2023,4,10.21,10.21000,s,FEM,AL,3
2033,869,61,1,2023-04-01,2023,4,10.53,10.53000,s,FEM,AL,3
2034,870,61,1,2024-05-01,2024,5,10.93,10.93000,s,MASC,AL,2
2035,871,61,1,2024-05-01,2024,5,12.33,12.33000,s,FEM,AL,2
2036,855,61,1,2024-05-01,2024,5,10.36,10.36000,s,MASC,AL,3
2037,860,61,1,2024-06-01,2024,6,9.26,9.26000,s,MASC,AL,2
2038,872,61,1,2024-06-01,2024,6,10.16,10.16000,s,MASC,AL,2
2039,869,61,1,2024-06-01,2024,6,10.13,10.13000,s,FEM,AL,2
2040,873,62,1,2022-05-01,2022,5,10.94,10.94000,s,MASC,AL,2
2041,874,62,1,2022-05-01,2022,5,11.78,11.78000,s,MASC,AL,2
2042,875,62,1,2022-05-01,2022,5,16.23,16.23000,s,MASC,AL,1
2043,599,62,1,2022-05-01,2022,5,15.69,15.69000,s,FEM,AL,1
2044,876,62,1,2023-06-01,2023,6,9.77,9.77000,s,MASC,AL,2
2045,876,62,1,2023-09-01,2023,9,9.55,9.55000,s,MASC,AL,2
2046,877,62,1,2023-09-01,2023,9,11.27,11.27000,s,FEM,AL,2
2047,876,62,1,2023-09-01,2023,9,9.55,9.55000,s,MASC,AL,2
2048,877,62,1,2023-09-01,2023,9,11.27,11.27000,s,FEM,AL,2
2049,878,63,1,2022-11-01,2022,11,10.41,10.41000,s,FEM,AL,2
2050,879,63,1,2022-11-01,2022,11,11.96,11.96000,s,FEM,AL,2
2051,792,63,1,2023-02-01,2023,2,12.32,12.32000,s,MASC,PC,2
2052,38,63,1,2023-02-01,2023,2,12.13,12.13000,s,FEM,PC,1
2053,880,63,1,2023-02-01,2023,2,13.04,13.04000,s,FEM,PC,2
2054,792,63,1,2023-03-01,2023,3,13.16,13.16000,s,MASC,AL,2
2055,881,63,1,2023-03-01,2023,3,13.20,13.20000,s,MASC,AL,2
2056,878,63,1,2023-03-01,2023,3,10.41,10.41000,s,FEM,AL,2
2057,880,63,1,2023-03-01,2023,3,12.84,12.84000,s,FEM,AL,2
2058,882,63,1,2023-03-01,2023,3,11.64,11.64000,s,FEM,AL,2
2059,879,63,1,2023-03-01,2023,3,11.81,11.81000,s,FEM,AL,2
2060,883,63,1,2023-03-01,2023,3,12.51,12.51000,s,FEM,AL,2
2061,881,63,1,2023-05-01,2023,5,13.01,13.01000,s,MASC,AL,2
2062,792,63,1,2023-06-01,2023,6,12.36,12.36000,s,MASC,AL,2
2063,883,63,1,2023-06-01,2023,6,10.60,10.60000,s,FEM,AL,2
2064,882,63,1,2023-06-01,2023,6,11.91,11.91000,s,FEM,AL,2
2065,880,63,1,2023-06-01,2023,6,12.82,12.82000,s,FEM,AL,2
2066,884,63,1,2023-06-01,2023,6,13.03,13.03000,s,FEM,AL,2
2067,885,63,1,2023-12-01,2023,12,10.77,10.77000,s,MASC,PC,2
2068,886,63,1,2023-12-01,2023,12,12.18,12.18000,s,MASC,PC,2
2069,881,63,1,2023-12-01,2023,12,11.94,11.94000,s,MASC,PC,2
2070,887,63,1,2023-12-01,2023,12,12.77,12.77000,s,MASC,PC,2
2071,883,63,1,2024-06-01,2024,6,9.83,9.83000,s,FEM,AL,2
2072,888,64,1,2022-11-01,2022,11,10.64,10.64000,s,MASC,AL,2
2073,889,64,1,2022-11-01,2022,11,11.90,11.90000,s,FEM,AL,2
2074,888,64,1,2022-11-01,2022,11,10.65,10.65000,s,MASC,AL,2
2075,890,64,1,2023-01-01,2023,1,12.02,12.02000,s,MASC,AL,2
2076,891,64,1,2023-01-01,2023,1,12.37,12.37000,s,MASC,AL,2
2077,892,64,1,2023-01-01,2023,1,10.55,10.55000,s,FEM,AL,2
2078,888,64,1,2023-04-01,2023,4,10.18,10.18000,s,MASC,AL,3
2079,889,64,1,2023-04-01,2023,4,11.23,11.23000,s,FEM,AL,3
2080,888,64,1,2023-12-01,2023,12,10.27,10.27000,s,MASC,PC,3
2081,890,64,1,2024-06-01,2024,6,10.24,10.24000,s,MASC,AL,2
2082,893,65,1,2023-02-01,2023,2,10.58,10.58000,s,MASC,PC,2
2083,894,65,1,2023-03-01,2023,3,11.56,11.56000,s,FEM,AL,2
2084,895,65,1,2024-01-01,2024,1,11.66,11.66000,s,MASC,AL,2
2085,896,65,1,2024-01-01,2024,1,14.09,14.09000,s,MASC,AL,1
2086,897,65,1,2024-01-01,2024,1,13.21,13.21000,s,FEM,AL,1
2087,898,66,1,2023-11-01,2023,11,12.24,12.24000,s,FEM,AL,2
2088,169,67,1,2022-12-01,2022,12,11.80,11.80000,s,FEM,AL,2
2089,144,67,1,2022-12-01,2022,12,10.86,10.86000,s,FEM,AL,2
2090,144,67,1,2022-12-01,2022,12,11.93,11.93000,s,FEM,AL,2
2091,899,68,1,2023-01-01,2023,1,12.72,12.72000,s,MASC,AL,2
2092,900,68,1,2023-01-01,2023,1,10.95,10.95000,s,FEM,AL,2
2093,901,68,1,2024-05-01,2024,5,10.81,10.81000,s,FEM,AL,2
2094,899,68,1,2024-06-01,2024,6,10.93,10.93000,s,MASC,AL,2
2095,902,69,1,2023-01-01,2023,1,10.72,10.72000,s,FEM,AL,2
2096,902,69,1,2023-02-01,2023,2,10.77,10.77000,s,FEM,PC,2
2097,903,69,1,2023-04-01,2023,4,11.76,11.76000,s,MASC,AL,3
2098,904,69,1,2023-04-01,2023,4,14.67,14.67000,s,MASC,AL,3
2099,902,69,1,2023-04-01,2023,4,10.07,10.07000,s,FEM,AL,3
2100,905,69,1,2023-04-01,2023,4,11.16,11.16000,s,FEM,AL,3
2101,906,69,1,2023-04-01,2023,4,12.26,12.26000,s,FEM,AL,3
2102,907,69,1,2023-12-01,2023,12,10.86,10.86000,s,MASC,PC,2
2103,902,69,1,2024-03-01,2024,3,9.83,9.83000,s,FEM,PC,2
2104,902,69,1,2024-03-01,2024,3,9.78,9.78000,s,FEM,PC,2
2105,902,69,1,2024-06-01,2024,6,9.73,9.73000,s,FEM,AL,2
2106,908,69,1,2024-06-01,2024,6,10.98,10.98000,s,FEM,AL,2
2107,909,70,1,2023-04-01,2023,4,10.6,10.60000,s,MASC,AL,2
2108,910,70,1,2023-04-01,2023,4,11.0,11.00000,s,MASC,AL,2
2109,911,70,1,2023-04-01,2023,4,13.0,13.00000,s,MASC,AL,1
2110,912,70,1,2023-04-01,2023,4,10.1,10.10000,s,FEM,AL,2
2111,913,70,1,2023-04-01,2023,4,11.0,11.00000,s,FEM,AL,2
2112,909,70,1,2023-11-01,2023,11,10.83,10.83000,s,MASC,AL,2
2113,911,70,1,2023-11-01,2023,11,12.89,12.89000,s,MASC,AL,1
2114,912,70,1,2023-11-01,2023,11,10.26,10.26000,s,FEM,AL,2
2115,913,70,1,2023-11-01,2023,11,11.34,11.34000,s,FEM,AL,2
2116,911,70,1,2024-01-01,2024,1,13.58,13.58000,s,MASC,PC,1
2117,909,70,1,2024-01-01,2024,1,10.78,10.78000,s,MASC,PC,2
2118,914,71,1,2023-03-01,2023,3,10.77,10.77000,s,FEM,AL,2
2119,915,71,1,2024-01-01,2024,1,12.26,12.26000,s,MASC,AL,2
2120,916,71,1,2024-01-01,2024,1,12.33,12.33000,s,MASC,AL,2
2121,914,71,1,2024-01-01,2024,1,9.63,9.63000,s,FEM,AL,2
2122,917,71,1,2024-06-01,2024,6,9.80,9.80000,s,MASC,AL,2
2123,914,71,1,2024-06-01,2024,6,9.09,9.09000,s,FEM,AL,2
2124,914,71,1,2024-06-01,2024,6,9.37,9.37000,s,FEM,AL,2
2125,918,72,1,2023-04-01,2023,4,12.1,12.10000,s,FEM,AL,2
2126,919,73,1,2023-04-01,2023,4,12.58,12.58000,s,FEM,AL,3
2127,920,74,1,2023-05-01,2023,5,13.74,13.74000,s,FEM,AL,2
2128,921,75,1,2023-05-01,2023,5,10.45,10.45000,s,MASC,AL,2
2129,922,75,1,2023-05-01,2023,5,11.22,11.22000,s,MASC,AL,2
2130,923,75,1,2023-05-01,2023,5,11.65,11.65000,s,FEM,AL,2
2131,924,75,1,2024-03-01,2024,3,10.5,10.50000,s,FEM,AL,3
2132,925,76,1,2023-05-01,2023,5,10.44,10.44000,s,MASC,AL,2
2133,926,76,1,2023-05-01,2023,5,11.83,11.83000,s,FEM,AL,2
2134,849,77,1,2023-05-01,2023,5,13.49,13.49000,s,MASC,AL,2
2135,143,78,1,2023-06-01,2023,6,9.58,9.58000,s,MASC,AL,2
2136,927,78,1,2023-06-01,2023,6,10.02,10.02000,s,MASC,AL,2
2137,140,78,1,2023-06-01,2023,6,10.06,10.06000,s,MASC,AL,2
2138,142,78,1,2023-06-01,2023,6,9.92,9.92000,s,FEM,AL,2
2139,145,78,1,2023-06-01,2023,6,10.51,10.51000,s,FEM,AL,2
2140,928,79,1,2023-06-01,2023,6,11.01,11.01000,s,MASC,AL,2
2141,720,80,1,2023-06-01,2023,6,12.86,12.86000,s,MASC,AL,2
2142,929,80,1,2023-06-01,2023,6,12.20,12.20000,s,MASC,AL,2
2143,721,80,1,2023-06-01,2023,6,9.96,9.96000,s,FEM,AL,2
2144,930,81,1,2023-09-01,2023,9,10.47,10.47000,s,MASC,AL,2
2145,930,81,1,2023-09-01,2023,9,10.47,10.47000,s,MASC,AL,2
2146,931,82,1,2023-11-01,2023,11,12.54,12.54000,s,FEM,AL,2
2147,544,82,1,2023-11-01,2023,11,12.73,12.73000,s,FEM,AL,1
