atleta_id,club_id,fecha_inicio,fecha_fin
1150,53,2023-12-01,
1151,53,2023-12-01,
1152,53,2023-12-01,
1153,53,2023-12-01,
1154,53,2023-12-01,
1155,53,2023-12-01,
1156,55,2022-04-01,
1157,57,2024-02-01,
1158,57,2024-02-01,
1159,57,2024-02-01,
1160,57,2024-02-01,
1161,57,2024-02-01,
1162,57,2024-02-01,
1163,57,2024-02-01,
1164,59,2024-03-01,
1165,59,2024-03-01,
1166,99,2022-04-01,
1167,61,2024-05-01,
1168,61,2024-05-01,
1169,61,2024-06-01,
1170,67,2024-06-01,
1171,68,2024-05-01,
1172,68,2024-06-01,
1173,68,2024-06-01,
1174,68,2024-06-01,
1175,69,2024-02-01,
1176,71,2024-02-01,
1177,79,2024-03-01,
1178,79,2024-03-01,
1179,79,2024-03-01,
1180,79,2024-03-01,
1181,79,2024-06-01,
1182,84,2023-12-01,
1183,84,2023-12-01,
1184,100,2023-12-01,
1185,100,2024-01-01,
1186,86,2023-12-01,
1187,86,2024-01-01,
1188,86,2024-01-01,
1189,86,2024-01-01,
1190,86,2024-01-01,
1191,88,2024-01-01,
1192,88,2024-02-01,
1193,89,2024-06-01,
1194,101,2024-06-01,
1195,34,2024-05-01,
1196,63,2024-05-01,
1197,63,2024-05-01,
1198,63,2024-05-01,
1199,1,2023-12-01,
1200,2,2023-12-01,
1201,5,2023-12-01,
1202,11,2023-02-01,
1203,13,2023-01-01,
1204,13,2023-12-01,
1205,24,2023-01-01,
1206,31,2024-01-01,
1207,34,2023-12-01,
1208,47,2023-01-01,
1209,55,2022-02-01,
1210,3,2023-06-01,
1211,3,2023-06-01,
1212,10,2024-05-01,
1213,20,2024-05-01,
1214,20,2024-05-01,
1215,37,2024-05-01,
1216,38,2024-05-01,
1217,40,2024-05-01,
1218,40,2024-05-01,
1219,49,2024-05-01,
1220,51,2024-05-01,
1221,52,2024-05-01,
1222,61,2024-05-01,
1223,62,2024-06-01,
1224,68,2024-05-01,
1225,10,2021-06-01,
1226,19,2021-11-01,
1227,19,2021-11-01,
1228,19,2021-11-01,
1229,19,2021-11-01,
1230,19,2021-11-01,
1231,3,2022-02-01,
1232,3,2024-08-01,
1233,9,2024-02-01,
1234,13,2023-01-01,
1235,13,2023-12-01,
1236,13,2024-02-01,
1237,17,2022-02-01,
1238,17,2022-02-01,
1239,17,2023-12-01,
1240,17,2023-12-01,
1241,24,2022-02-01,
1242,24,2023-12-01,
1243,24,2024-06-01,
1244,25,2021-11-01,
1245,25,2023-12-01,
1246,25,2024-02-01,
1247,25,2024-08-01,
1248,25,2024-08-01,
1249,27,2022-05-01,
1250,28,2023-01-01,
1251,29,2023-12-01,
1252,33,2022-02-01,
1253,33,2023-12-01,
1254,36,2023-11-01,
1255,36,2023-11-01,
1256,36,2023-11-01,
1257,37,2024-03-01,
1258,38,2024-03-01,
1259,40,2024-03-01,
1260,40,2024-05-01,
1261,44,2024-02-01,
1262,44,2024-02-01,
1263,44,2024-02-01,
1264,44,2024-02-01,
1265,48,2022-02-01,
1266,49,2024-04-01,
1267,49,2024-04-01,
1268,50,2023-12-01,
1269,52,2024-05-01,
1270,53,2024-08-01,
1271,57,2024-05-01,
1272,57,2024-05-01,
1273,64,2024-04-01,
1274,68,2024-04-01,
1275,68,2024-04-01,
1276,68,2024-04-01,
1277,68,2024-04-01,
1278,68,2024-04-01,
1279,71,2024-08-01,
1280,79,2024-06-01,
1281,82,2024-02-01,
1282,82,2024-02-01,
1283,105,2023-12-01,
1284,106,2024-04-01,
1285,106,2024-04-01,
1286,106,2024-04-01,
1287,106,2024-04-01,
1288,106,2024-04-01,
1289,89,2024-04-01,
1290,67,2024-04-01,
1291,77,2024-04-01,
1292,8,2023-05-01,
1293,8,2023-05-01,
1294,8,2023-05-01,
1295,8,2023-05-01,
1296,10,2021-05-01,
1297,10,2021-05-01,
1298,10,2021-05-01,
1299,13,2023-01-01,
1300,18,2022-02-01,
1301,26,2021-11-01,
1302,32,2023-03-01,
1303,32,2023-03-01,
1304,32,2023-03-01,
1305,32,2024-03-01,
1306,34,2023-05-01,
1307,34,2024-05-01,
1308,34,2024-05-01,
1309,34,2023-05-01,
1310,34,2023-05-01,
1311,34,2024-05-01,
1312,5,2023-12-01,
1313,13,2023-12-01,
1314,13,2023-12-01,
1315,13,2023-12-01,
1316,13,2024-03-01,
1317,17,2022-12-01,
1318,17,2024-03-01,
1319,29,2022-12-01,
1320,36,2024-03-01,
1321,39,2023-05-01,
1322,44,2024-02-01,
1323,61,2023-05-01,
1324,61,2024-04-01,
1325,63,2023-12-01,
1326,64,2024-04-01,
1327,64,2024-04-01,
1328,64,2024-04-01,
1329,64,2024-04-01,
1330,68,2024-04-01,
1331,68,2024-04-01,
1332,68,2024-04-01,
1333,68,2024-04-01,
1334,106,2024-02-01,
1335,106,2024-02-01,
1336,106,2024-02-01,
1337,106,2024-02-01,
1338,106,2024-02-01,
1339,106,2024-02-01,
1340,89,2024-04-01,
1341,89,2024-04-01,
1342,89,2024-04-01,
1343,89,2024-04-01,
1344,89,2024-04-01,
1345,89,2024-04-01,
1346,89,2024-04-01,
1347,89,2024-04-01,
1348,1,2024-05-01,
1349,4,2024-05-01,
1350,4,2024-06-01,
1351,4,2024-06-01,
1352,8,2024-06-01,
1353,10,2024-05-01,
1354,10,2024-05-01,
1355,13,2024-05-01,
1356,16,2024-05-01,
1357,27,2024-05-01,
1358,32,2024-05-01,
1359,36,2024-06-01,
1360,37,2024-06-01,
1361,38,2024-05-01,
1362,40,2024-05-01,
1363,40,2024-05-01,
1364,40,2024-06-01,
1365,44,2024-05-01,
1366,44,2024-05-01,
1367,49,2024-05-01,
1368,52,2024-05-01,
1369,52,2024-05-01,
1370,57,2023-06-01,
1371,57,2024-05-01,
1372,62,2024-06-01,
1373,68,2024-05-01,
1374,92,2024-06-01,
1375,107,2024-06-01,
1376,107,2024-06-01,
1377,1,2023-06-01,
1378,10,2024-05-01,
1379,20,2024-05-01,
1380,37,2024-05-01,
1381,38,2024-05-01,
1382,3,2022-05-01,
1383,18,2023-03-01,
1384,18,2023-03-01,
1385,27,2022-06-01,
1386,31,2022-05-01,
1387,35,2022-03-01,
1388,57,2022-03-01,
1389,57,2022-03-01,
1390,57,2022-03-01,
1391,61,2024-04-01,
1392,4,2024-06-01,
1393,13,2024-05-01,
1394,20,2024-05-01,
1395,27,2024-05-01,
1396,32,2024-05-01,
1397,36,2024-05-01,
1398,40,2024-05-01,
1399,52,2024-05-01,
1400,52,2024-06-01,
1401,1,2023-12-01,
1402,3,2024-01-01,
1403,4,2022-01-01,
1404,4,2022-12-01,
1405,4,2022-12-01,
1406,10,2022-12-01,
1407,10,2022-12-01,
1408,13,2023-12-01,
1409,13,2024-01-01,
1410,13,2024-01-01,
1411,13,2024-01-01,
1412,13,2024-01-01,
1413,14,2022-11-01,
1414,17,2022-01-01,
1415,17,2022-01-01,
1416,24,2023-12-01,
1417,29,2022-01-01,
1418,29,2023-02-01,
1419,34,2023-12-01,
1420,37,2024-03-01,
1421,12,2024-03-01,
1422,37,2024-03-01,
1423,37,2024-03-01,
1424,79,2024-03-01,
1425,34,2024-05-01,
1426,34,2024-05-01,
1427,63,2024-05-01,
1428,63,2024-05-01,
1429,5,2024-05-01,
1430,40,2024-05-01,
1431,55,2024-03-01,
1432,38,2024-03-01,
1433,27,2021-11-01,
1434,4,2024-02-01,
1435,13,2024-02-01,
1436,17,2024-02-01,
1437,31,2023-12-01,
1438,32,2024-02-01,
1439,57,2024-02-01,
1440,70,2023-12-01,
1441,2,2024-06-01,
1442,20,2024-05-01,
1443,36,2024-05-01,
1444,40,2024-05-01,
1445,49,2024-06-01,
1446,62,2024-06-01,
1447,62,2024-06-01,
1448,68,2024-05-01,
1449,1,2024-05-01,
1450,25,2021-11-01,
1451,38,2024-05-01,
1452,106,2024-06-01,
1453,4,2023-12-01,
1454,13,2023-12-01,
1455,13,2024-02-01,
1456,82,2024-02-01,
1457,55,2023-11-01,
1458,52,2023-04-01,
1459,52,2023-04-01,
1460,1,2024-05-01,
1461,13,2024-05-01,
1462,61,2024-05-01,
1463,61,2024-06-01,
1464,34,2024-05-01,
1465,11,2023-04-01,
1466,36,2023-05-01,
1467,44,2023-05-01,
1468,48,2023-05-01,
1469,48,2023-05-01,
1470,1,2024-06-01,
1471,5,2024-05-01,
1472,13,2024-05-01,
1473,27,2024-06-01,
1474,37,2024-06-01,
1475,37,2024-06-01,
1476,37,2024-06-01,
1477,40,2024-06-01,
1478,49,2024-06-01,
1479,57,2024-05-01,
1480,70,2024-06-01,
1481,73,2024-06-01,
1482,28,2024-06-01,
1483,40,2024-05-01,
1484,4,2023-12-01,
1485,4,2023-12-01,
1486,4,2023-12-01,
1487,28,2023-12-01,
1488,52,2023-04-01,
1489,5,2023-04-01,
1490,14,2023-04-01,
1491,52,2023-04-01,
1492,26,2021-11-01,
1493,59,2023-04-01,
1494,59,2023-04-01,
1495,12,2023-04-01,
1496,59,2023-04-01,
1497,59,2024-03-01,
1498,30,2023-11-01,
1499,77,2024-04-01,
